name,value,count
Text_22,"this is the best way to experience one of the best games of all time! the last of us will always be one of my favourite video games of all time, i’ve fully completed the main story of the original/remaster around 30 times, and put over 400 hours into tlou remastered, and as someone who’s played the game so much i can tell just how much better this remake is in every way. in 2013 naughty",389
Text_26,"a clear cash grab. claiming the game was “built from the ground up” is a flat out lie, the gameplay is unchanged from the original. not to mention the multiplayer was removed.",175
Text_27,"this is release only improved graphics, if you never bought this game before, feel free to buy ps4 remastered for less than $20. this $70 release is not worth, naughty dog and sony are truly greedy.",198
Text_28,$70 for this? weren't you confident that part 2 was so awesome that we would mindlessly buy a part 3? or did part 2 actually do poorly and you were scared so you re re releases a sure hit,187
Text_30,"this was my first time playing last of us. i just got a ps5 and i initially started to play the free (older) remastered version, but it was clear that the old graphics weren't going to do the emotional performances justice. i wanted to get the best experience during my first playthrough, so i dropped the cash on this and i'm so happy i did.

the performances were spectacular. such an",386
Text_34,"one of my best games. it has a great story, gameplay, emotional, adventure, and horror game. and the remake version, it's gave you sense that you are playing that game for the first time and i liked it",201
Text_35,"last of us part i is so so good man, they improved a-lot of things from the ps4 and ps3 version. the game looks incredible and i am very happy to play this masterpiece with amazing visuals man. however this game should be cheaper and it is definitely not worth $70 but if it is on sale i highly recommend getting. i’m very glad this wasn’t like gta trilogy and how buggy it was.",378
Text_36,graphic 10 story 9.7 gameplay 9.8 level desing10 thank you naughty dog and sony,79
Text_37,"perfect visual !!
perfect art !!
everything was perfect except for the price.",77
Text_38,"is the same experience from the original game in 2013, but better in all aspects. sound design with the dualsense is gonna give you a really good sensation while playing.
honestly, if you played the original before, wait for a sale, because sony decided to charge a 2013 game at full price for some reason xd.",309
Text_39,perfection. i am so happy that this game finally got the treatment it deserved.,79
Text_41,"i definitely understand the hate behind the $70 price point but that has nothing to do with the game. this is exactly what a remake should be, and on one of the best games ever made. just finished my playthrough after weeks of holding out all because of the cost. all i can say is if you have the money, it’s worth it. whether you’ve played through it or not. that being said, if you’ve never",392
Text_46,"as multiple people have said already. game is good because it's always been good. the problem is definitions. this is another remaster, albiet a much deeper remaster, and not a remake. i would say that boarders on false advertising and i'm not saying that to be hyperbolic. if you've never played the game you could possibly justify spending the money but if you've already experienced this",390
Text_50,"this ""remake"" is a total cash grab, less content than the original game, nearly no replay value, and the ai hasnt improved at all its just a texture update for $70",163
Text_52,"honestly, it's annoying to be a director and a developer
even before the release of the game, he was deliberately critical
even after the release of the game, i tried to open my eyes and find my weaknesses if you look at the game itself, it's completely useless. i've done it several times since the original, but i can't help but say it's a work. my eyes are so high that i'm worried about",390
Text_56,the best game. the best graphics. a remake of the legend. the best game. the best graphics. a remake of the legend.,115
Text_58,hilarious how many angry incels rate a game they haven't even played. how about you find something better to do with your time?,127
Text_60,"sadly i have to give this a 0 due to the fact that this trend of re-releasing games,particularly at such a ridiculous price needs to stop. this game was incredible for it's time and it was given a very good remaster for ps4. this so called remake just does not need to exist, and repeating the phrase, 'rebuilt from the ground up' over and over in every bit of marketing is not convincing",388
Text_65,"- this is not a remake, it is a remaster, just a regular cash grab with a few extra steps
- gameplay is exactly as it was for the original one
- graphics, in general, are better, but some faces have been simply butchered - although they promised to not change the story, they did change several scenes enough as to: a) fit the narrative of part 2 b) change your perception of",378
Text_69,"box came broken. they are not refunding the money. the game is exactly the same as the original. no gameplay improvement, just graphics.",136
Text_72,expensive for nothing!! 70$ for what❓️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️ absolutely for nothing sony steals the pockets of stupidsexpensive for nothing!! 70$ for what❓️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️ absolutely for nothingsony steals the pockets of stupids,311
Text_76,"after gt7, the ps5 price hike this is the next slap in our face. we need to stand together against sonys anti consumer actions.",127
Text_77,shameful milking of a classic. at this stage it wouldn't surprise me if naughty dog made the sequel with dlc lesbians,117
Text_79,asking for $70 for what is essentially a graphical and technical upgrade from the remaster is an absolute joke. this should’ve been $30-40 tops i can’t believe sony has become this greedy that they need to charge $70 for a game that has been out for almost a decade. the game itself is great but there’s not much replay ability in my opinion and it comes with less content than the original,390
Text_87,the game is the exact same game i played in the last ten years. i wasted 70 dollars i wish i had back. i wish someone would have told me this. please be careful buying this.,173
Text_93,"same game of 2013, but more expensive. i recommend playing the ps4 remaster and not spending 70 dollars on this.",112
Text_97,"it would be nice if metacritic only allowed reviews with proof of ownership because trolls ruin user ratings.

the game is beautiful, runs well, and the higher visual fidelity is worth the $70. the game really hits hard and it was amazing to go back to such a phenomenal and gripping story. if you already own the remaster, buy it if you love it - if you haven't played it before, it's a",387
Text_101,same game only graphic update and you need pay 70 usd for this graphic update,77
Text_102,"better graphics for 80 euro! nope!
and part 2 is not good - so save your money for another game",95
Text_104,"a soulless cashgrab from a creativley bakrupt company. the second time they have remastered the game game, only now with less features (no multiplayer).
the ""remastered"" character models are uglier, too.
gameplay is still the same as 10 years ago and it shows. none of the impovements from tlou2, despite charging the same as a brand new game.

wait for the super duper ps6 version.",382
Text_106,"undoubtedly, this reamake is ​​one of the best remake made so far graphics, textures, and artificial intelligence have significantly improved, and even the gameplay has become much more up-to-date, and we no longer see the problems that we saw in the 2014 version of this game in this new version. but again, in my opinion, the high price of this game cannot justify the changes made. i hope",391
Text_110,"graphics are amazing and gorgeous, visuals are the best and stunning. the story, sound design, graphics,... everything is great and i love this remake. i highly recommend who hasn't played it yet and who played remastered or original and wanted to experience the game with new graphics again.",292
Text_111,"the cash of us. remastered.
if we support this, sony is going to kill us with expensive remasteres, not creating something new.",127
Text_112,"not a remake, just a remaster of something old, and pay 70 dollar for same game with better graphic? not worth it, wait for god of war ragnarök insted",150
Text_114,this is the true way of playing the first the last of us. hefty price tags do not make a game worse!,100
Text_115,"what do you want from a remake?
graphics? gameplay? great storytelling? you can find all of it in this game",107
Text_116,the definitive way to play the last of us - part 1. it's the best looking ps5 game so far plus the same amazing story. i envy the people who will experience this game for the first time on this iteration!,204
Text_117,"except the price, the game is a masterpiece! i'll gibe a 10 because of the review bombings...",93
Text_118,money grab. it only looks a little better. but it's the same game but with part one at the end. don't buy this if you got the past version. and the price is insane only 4 the added graphics. you are not missing out on anything if you have played a older version!,262
Text_119,"nd remade the all-time classic the last of us beautifully. the game does not look how i remembered it, it looks significantly better. 10/10",139
Text_120,"audio form ps3 version, its not remake, its remaster. they did not made it way it should be done",96
Text_121,best game ever made to this date.now with next-gen graphics whats not to love ? :) i will happily buy this for full price to support creators in naughty dog which will lead to part 3 (please) :),194
Text_122,"a lazy re-skin of an overrated game already, no gameplay improvements or any changes in the already outdated level design.the removal of the multiplayer mode is such a slap in the face of it's fans.if you want to re-experience the last of us.just play the remastered version for $10...this game is nothing but a cash grab.",322
Text_129,easily the best way to experience the best game of all time!!! honestly really hope the hbo show gets more people into this game for their first time so they can experience this most amazing game in it's absolute best form!!! pay no mind to the haters cause this is every bit worth the price!!!,294
Text_130,"i haven't played this, to be honest, i don't even have a ps5 because i'm not a rich kid, but the remaster is soooooooooooooooooooooooooooooooooooo good",151
Text_132,"i don't like post apocalyptic survival games but the last of us is something more than that.
joel is one of the most complex protagonists i've ever seen, sometimes his actions are villainous and selfish but he's so well written, you can definitely see where he's coming from, his loss impacts the story a lot and you feel his pain throughout the whole game.
ellie on the other hand, is the",389
Text_136,i love the last of us since it came out a lot of time ago. and all i can say that this is the most powerful version of the game. this is the way it's meant to be lived and played.,179
Text_137,music، game play and story is just perfect the characters are awesome and it's my favorite game and 70 dollars for this game yes its a little to much but all of the games and remakes have this cost not only last of us part 1,224
Text_138,one of the greatest games of all time with better graphics and gameplay absolutely masterpiece,94
Text_146,"take the gameplay from ""the last of us part ii"", which in my opinion is the finest work of gameplay in a video game to date, its beautiful graphics, and combine it with undoubtedly the greatest story's ever told in video game history, and you get this game. the last of us part i is a beautiful remake of the beloved ps3 title, and i can say that this version of the game is the definitive",389
Text_150,the best game ever made improved in any way possible! naughty dog and sony did an amazing work making this game! 100% worth it!,127
Text_152,"is a coat of fresh paint on a fairly recent game worth $70? not if you've played the remastered version on ps, however i do recommend it to those who haven't played it yet and i'm jealous if it's your first time.

i'd give it a 10 if it wasn't a remake that nobody asked for but it's still one of the best games i've ever played, just with better graphics.",356
Text_153,the best became even better! graphics are better than part ii! 3d sound is amazing. haptic feedback really adds to experience. playing in 4k 40fps mode and it’s just so gorgeous! 3rd time im finishing this story by now but it’s still most memorable and rich experiences in entertainment!,287
Text_155,"since i’ve actually played this game i might as well chime in. especially since it’s getting review bombed by the same retarded asswipes who review bombed tlou2 without even playing it. this is much more than a visual remake, they’ve redone gunplay, ai, ui, sound, and haptics, and included the dlc. it’s without question the definitive version of one of the best games ever made. funny how",390
Text_163,the best version of one of the greatest games of all time. 10/10 masterpiece!!,78
Text_171,"still a perfect game. must play. price tag may offend some people, that's okay. wait until it gets cheaper, then enjoy it.",122
Text_173,what am i actually getting for a $70 re-remaster of a game that came out less than a decade ago?,96
Text_174,price tag is ridiculous for yet another rerelease of this game. should be half of what it currently is. plus the lack of multiplayer being restored is a huge disappointment yet again. wait for a sale or buy it used.,215
Text_175,why would you buy this if you've played it already? something seriously wrong with people that do. normally i'd say it's your money so do what you want but by doing this you're only encouraging this to keep happening with other games. we want new games. not rehashed versions that look a bit better!,299
Text_176,"this a is a **** cash grab made by druckmann. ""rebuilt from the ground up"" is a meme. sarah looks like an old grandma, they butchered ellies cute face, tommy's wife isn't even recognizable. the combat is exactly the same. so please tell me, what did they rebuild from the ground up?what a joke. just lmao.",305
Text_177,"sony don't pay reviewers to give you score.
................................",76
Text_178,"this is nothing more than a ps3 game with a fresh coat of paint that costs more than the original release did almost 10 years ago... nothing new is added to differentiate it from the original, just an absolutely shameful cash grab. pathetic.",241
Text_179,"do you like game? did you like game 2.0? then you're gonna love game 3.0. it's still game but now with more glitter! multiplayer? nah you don't need that anymore. don't consider it cut content, consider it streamlining! now give is $70. of course it costs more, inflation ya big silly. just look at our beautiful water textures if you doubt your purchase of the same product we sold you a decade ago.",400
Text_181,"jogo caça-níquel, desenvolvido exclusivamente para tirar dinheiro. a nd não merece o seu dinheiro suado.",104
Text_182,"too expensive , bought the game twice befor , now i have to pay 70 for it for the third time ,,",95
Text_183,70 bucks for a graphics mod that removes multiplayer. i feel like that's enough to convince you not to purchase this game.,122
Text_188,"been a few years since i played the first game and after completing part 2 again i was looking forward to playing an updated version of part 1! but after playing through this i was left feeling disappointed. the graphics are top notch nd truly are one of the best when it comes to visuals, however the gameplay, mechanics and even ai feels like a step down from part 2 and doesn’t feel on the",392
Text_192,"its a naughty dog game you all know the rest, its amazing, the graphics, the mechanics, anything.",97
Text_6,tlou part 1 is still an excellent 10/10 that now looks and plays better thanks to smart gameplay tweaks and enhanced ps5 graphics. the reason i’m rating this a 9/10 is because of the lack of multiplayer and the relatively high cost for a remake of $70.,252
Text_8,"⚠️don't waste your money on this fake remake⚠️the game is 9 years old it's a pitiful remaster you pay more for less it doesn't even have real 4k no matter which mode you choose you stay at 1440p it doesn't even deserve a rating,btw only ponies that never had a real game in their life are going to like spending that much money for nothing you could literally pull out a **** game and they",387
Text_13,"remake should not be sold for the full price. sony making money as usual.
when pc release will be ready sony? gonna play it in torrent edition.",143
Text_15,you didn't even bother to revamp the combat system. remake my arse. it's just a greedy cash grab.,97
Text_18,"i don't know man. they kinda ruined the entire franchise when part ii released. i don't even really care what's gonna happen next. and technically this is a re-remastered so calling it a remake is a bit stupid. and not only do we get less content this time but they didn't even change a lot except the graphics and the hud. yep, that's it. you're literally paying 70 dollars for less and",387
Text_25,"it just the same game from 10 years ago with updated graphic which is not that perfect. what worse is it got bug here and there like freezing joel face, falling to infinity etc. if nd didn't charge for 70$ it still forgivable.",226
Text_34,70$ for this? realy? its just milking. no way i need to pay 70$ to play the same game,85
Text_35,"the game was really great, from the graphics to the gameplay, the combat, the dynamism of the environments and the upgrade system, everything has made great progress and has really created a new experience.",206
Text_45,"partial spoiler:

bravo naughty dog! you've done it again with your incredible talent and dedication to deliver on one of the best game iterations i've seen yet. and yes, i know many people will dislike the price point for this cult classic being remade, but there is no denying the price had a reason to be $70. everything from the model work, textures, facial expression, and accessibility has been improved considerably across the board bringing tlou part 1 to new modern game standards flawlessly. i deeply respect the passion and effort that went into this and if you haven't experienced joel and ellie's journey yet then this remake is the place to start.

in scenes like when joe, ellie, and tess are discussing among each other you can see the emotion and feelings of the characters from when they speak verbally. everything from their nostrils flaring to spit being projected when joel is annoyed can be seen with great detail. it amazes me how the developers have went to this length to bring the the last of us back to life with small details like this.

take on the negativity surrounding the remake:

my opinion on the negative votes is that they are inconsiderate of everything else this remake has to offer and a majority of them cite the pricing for the atrociously low score given. so please look at the mixed - positive scores for more authentic and valid reviews as personal advice on picking this game up or not.",1432
Text_51,"we're no strangers to love
you know the rules and so do i (do i)
a full commitment's what i'm thinking of
you wouldn't get this from any other guy

i just wanna tell you how i'm feeling
gotta make you understand

never gonna give you up
never gonna let you down
never gonna run around and desert you
never gonna make you cry
never gonna say goodbye
never gonna tell a lie and hurt you

we've known each other for so long
your heart's been aching, but you're too shy to say it (say it)
inside, we both know what's been going on (going on)
we know the game and we're gonna play it

and if you ask me how i'm feeling
don't tell me you're too blind to see

never gonna give you up
never gonna let you down
never gonna run around and desert you
never gonna make you cry
never gonna say goodbye
never gonna tell a lie and hurt you

never gonna give you up
never gonna let you down
never gonna run around and desert you
never gonna make you cry
never gonna say goodbye
never gonna tell a lie and hurt you

we've known each other for so long
your heart's been aching, but you're too shy to say it (to say it)
inside, we both know what's been going on (going on)
we know the game and we're gonna play it

i just wanna tell you how i'm feeling
gotta make you understand

never gonna give you up
never gonna let you down
never gonna run around and desert you
never gonna make you cry
never gonna say goodbye
never gonna tell a lie and hurt you never gonna give you up never gonna let you down never gonna run around and desert you never gonna make you cry never gonna say goodbye never gonna tell a lie and hurt you never gonna give you up never gonna let you down never gonna run around and desert you never gonna make you cry never gonna say goodbye never gonna tell a lie and hurt you",1776
Text_62,"this new the last of us will never be a remake, it is the same game with better graphics, it is a 2.1 remastering, it is the same game, the same story, it has absolutely nothing new, as the word remake says, it is a remake from zero, resident evil 2 is a remake, resident evil 4 2023 will be a remake",300
Text_71,"an unnecesary remaster, trying to capitalize the not so much success of part 2, $70 is not the right price for the final product is being delivered here",152
Text_73,"it's hard to imagine this as more than the second remaster (not remake) of an absolutely incredible game. the graphics are significantly improved. after nearly a decade of improved gameplay development, naughty dog has delivered this game lacking those improvements. the ai are more perceptive, but not nearly as much as in the last of us part ii released 2 years prior. they don't signal to",391
Text_78,the game has become a remaster remaster pipeline for a remaster.unfortunately this is no longer funny.......,108
Text_79,recommended for anyone who has never played this game. and also strongly recommend that you never play part 2.,110
Text_80,"the game continues with a rich narrative experience, with striking characters and more impressive visuals. and it remains with the most heartfelt ending in gaming history.",171
Text_82,"you can't give this game less than a 10. there is so much detail poured into it. and they've improved the gameplay tremendously. prior to this release i've played the last of us two or three times (once on ps3, 1.75 times on the ps4 remaster). i've always liked the game but not loved it. i believe i had higher hopes originally for a survival horror game, whereas this was more like a",385
Text_86,"i own the ps3 version, the ps4-remaster and now also the ps5 remake/master. i love this game. it is better, but i understand that some people feel a little cheated paying full price for something almost 10 years old and already remastered once. however, it is a great game and it is better, clearly better than the remaster. i am playing it right now, and i am enjoying the ride for the xxx time :)",398
Text_89,"a lot of debate about it this is a remake and remaster. this is not a remake in my opinion nothing like re2 or ff7 remakes. i still prefer last of us part 2 look at feel on ps5 at 60fps.

i also prefer the story in part 2, you may need to be mentally strong to handle it but the story has so much more depth in part 2. part 2 also has much better game play is as an over much better game,",388
Text_93,beautiful and classic game. i didn’t think i would play this game again after beating the remaster but decided to buy it and playing it on quality mode on my oled tv it you can really see the work naughty dog has put in.,220
Text_94,"for those of us who skipped this back on the ps3/4. i'm very happy i got this, although i hated paying full price i had a blast playing this. it's absolutely beautiful as well.",176
Text_96,"if you love the story of the last of us? its a real good job of upgrading the characters models and just the enchantments around the environments. stunning as usual from naughty dog.

the price tag? is what nearly drops this to a 7 but i thought in respect to the goat levels of this story id let it ride with a 7. 70 dollars for a graphic overhaul and obviously major tune ups in the",384
Text_101,"leaving the price tag aside, the last of us part 1 shows that it is still a phenomenal masterpiece. although the remake is unnecessary and way too expensive, the upgrades in the ui, ai and graphics are very pleasant.

the gameplay is brutal and the story more compelling than ever due to better movements and facial expressions. but unfortunately, it was decided not to take over all the",387
Text_106,"one of the greatest narratives of all time in a video game. nearly 10 years on and it still floors me how deep i can connect to these characters and feel for them through and through. while the original is a 10 by all measurements, its remake falls short due to its hefty price tag and lack of content that the original had (multiplayer). while they do substitute that with the dlc ""left",387
Text_110,"a wonderful classic masterpiece a well known name, the last of us part part one",79
Text_112,"this game is still as good as it was 9 years ago. i bought it on ps3, i supported the ps4 remaster with a ruble, but i don’t understand where this price for the next re-release came from. sony went into continuous commerce. $10 for an upgrade, a price increase for ""more expensive development"", a price increase for consoles, a drain on pc games. jim ryan has become insolent and openly shows",392
Text_117,"as remakes go, this is quite possibly the best it gets. easily one of the best looking games of the last decade, paired with one of the greatest fictional stories told within a digital medium. the last of us is still fantastic!",227
Text_126,"simplesmente fantástico, história, personagem, trilha sonora, jogabilidade, trilha sonora, tudo extremamente perfeito! com toda certeza o melhor game que joguei na sua melhor versão!",182
Text_136,"people who giving it a 0 you're supposed to talk about the game not about the price and still it shouldn't be a 0 and these reviews you can tell they didn't play the game
just review bombing the game
this game is amazing the way they added realistic gameplay the blood looks cool and i like how you see the brain and blood drip down the wall and like how their fresh blood on the floor you",389
Text_141,"quick background on me the reviewer, i tend to like single player games that is heavy on narrative the most. i also play a lot of racing games and use to play multiplayer games in my high school days but now that it's hard for me and my friends to find a good time to link up so now it’s more rare for me to get into a multiplayer game. up to try any genre of games and sometimes i find",386
Text_145,is there anyone out there who would like to hear a review just about the game itself and from someone who has actually played it? just one person? hi,149
Text_146,"cash grab!
no gameplay changes, felt no change from the game from 2013, just graphics improvements which they could have updated the last game with a patch update,why release a remaster of a remaster and calling it remake. icba",227
Text_150,"um ótimo remake, não dá pra negar a qualidade dessa obra e claro os belíssimos gráficos. porém a desenvolvedora poderia ter adicionado mais coisas e atualizado a gameplay e o áudio do jogo!",189
Text_153,"the only problem with this game is its starting price, the rest, we know very well the last of us 1 and as it is one of the best games in history",145
Text_156,"the last of us is the best videogame of ps3 generation.
even if the premises are something that in the cinema world have been told many times, the way that naughty dog tells you the story and the environment that you live is something very deep and emotional.
the characters are amazing and everyone has his past to tell. they managed to characterize everyone but always leaving an aura of",389
Text_165,"i firstly admire its restoration. this work had to be done, what was expected from rockstar for the red dead redemption game.
i experienced this game in 2013 and i am very happy that young people who have reached the legal age will see the best quality from it.
i think its price is a negative point for old fans, but it should be considered that game studios have spent a lot of effort and art on such games.

in my opinion, don't use the price of the game as a criterion for negative scores.",493
Text_172,"they really rebuilt it for the ps5 and it has very beautiful graphic on ps5 and also it is uses all ps5 controller features , really loved it❤❤",143
Text_180,"love it! it looks amazing and plays amazing. the controls could probably have been improved a bit, at times they’re a little clunky.
otherwise it’s a fantastic game with a believable story.",189
Text_182,there are way too much fake reviews on here so i will try to do my best to give an honest opinion of the game. this game is the same game released in 2013. the only thing that has changed is the graphics and they added the workbenches from the last of us 2. that is pretty much it with this game nothing else new. another issue with this game is how dated it feels. it doesn't feel good at,389
Text_188,are we serious with this rating honestly you played the rest of us that honestly wanted online no not everyone checks the web to see that you’re not giving us our online for each game if i can get my money back for the game i would. a couple of controller enhancement is not worth me paying $80 for the **** game i thought money nor is the difference in graphics i would’ve never bought this,391
Text_192,cash grab. spend your money on something better that offer more than just an overhaul graphics. it's not even a remake. shame on them to be so greedy. the gaming industry is going downhill because of greedy companies like that.,227
Text_194,awesome game and the remake is added bonus! great job developers on the game. loved it!,87
Text_195,expensive. but in my opinion totally worth it. graphics and mechanics almost identical to part 2. the right way to experience one of the best games ever made.,158
Text_196,"great story great game. had not played it since it realeaed the first time until now on the ps5 with an oled tv i'm a graphics and story person. single player games are my main thing. did not disappoint. left behind also, in the photo booth and arcade we're tremendous. the only thing stopping it from a 10 was the lack of multiplayer from the original release.",361
Text_198,"didn’t play the original and tried playing the remaster for ps4 but the graphics were still not really up to par, stopped after 20-30 minutes. just beat the new remaster on ps5 and it’s hands down one of the best games i’ve ever played. easily top 5. made this account just to say so. the story and gameplay were really f’n good. bummed i know some spoilers from part 2 even though i haven’t",391
Text_202,"definitely worth it, especially if you haven't played the original. everything has been remade from scratch. i didn't play the ps3 or ps4 version and it was definitely worth it for me personally. however, if you've already played the original, maybe wait for a sale.",266
Text_204,"i have given this 8 mostly for the fact that is £80. the game is of course incredible, as it was on ps3 & ps4 however, i don't really see it as a remake and don't believe that it should be so expensive. it adds the haptic feedback etc which improves the experience but it is all the same game. a remake to me is new content, small changes like final fantasy 7 remake. but definitely worth",388
Text_211,"the last of us part 1 is an incredible and faithful remake, its the story we know and love, rebuilt for the ps5, for a more immersive and memorable perspective and experience. the story is the same but the cutscenes make it feel like you're playing it for the first time again, you will fall in love with joel and ellie like you did back in 2013. gameplay is kickass, with so much replayability in the form of graphic and gameplay modifiers. they added a speedrun and permadeath mode for the passionate fans and i love it so much. they innovated playstation titles with the first ever narrator mode, where the story in cutscenes is read to you like a book, super cool stuff that they didn't need to add but did anyway because they love their fans so much. however, i am dissapointed we didn't get prone, dodge, or craftable silencers from part 2, those could've changed the gameplay for the better a whole lot more. no multi-player is in this game, but that's okay to me and most fans because we were here for the story, and story only, and ofc... the standalone multi-player game comes out next year, and it makes sense that they didn't go through with remaking a whole multi-player mode and make whole new servers when a game for that comes out next year. the last of us part 1, is one of the greatest passion projects i've ever played, it's the most repayable last of us game, and most immersive, although it's $70, it's worth the money if you care alot about this game, and it's story and characters. it's by no means a cash grab, because it's exclusive to a console alot of people don't have still, and all the passion and new additions added, to again, make this feel like it's own experience. the last of us part 1, although not perfect, and has a big price tag, is definitely worth the money if you're passionate for the series, you'll get your moneys worth, and fall in love with this game again! happy last of us day, and thanks for reading my review !",1962
Text_214,"this was my first experience playing the last of us, and what a journey it was.
i don't think i need to talk about how of a masterpiece the story is and how it is blended with amazing graphics and the beautiful sound track which got me in the mood and feels for sure.
for me the 70$ was not a deal breaker since i got used to playstation ps5 ridiculous pricing,
but it is worth it !!!",384
Text_216,"i love it!! i bought three at the game shop. with the last of us part 2, which has won more than 300 ""goty"", the last of us part 1 is the best game! i hope you all enjoy the game.",179
Text_217,"looks amazing, but the price is still high and so nice, apocalypse atmosphere just got better, it feels like you're playing the game for the first time.",152
Text_219,"really great high resolution , and fresh gameplay this amazing really really amazing",84
Text_221,"this is a rip-off , the same game since ps3 only with some news cinematics, i'm disappointed, i want a refound!!!",113
Text_222,an upgraded masterpiece! don't pay attention to people who didn't even try it and gave it a 0. users rating are getting ridiculous.,131
Text_228,"2020 graphics, barely reaches 50 fps, boring, overpriced and mechanically outdated. the last of us is out again, but this time sony thought it was worth $70. gameplaywise the last of us isn't worth 2 cents, and it never has been. this hasn't mysteriously just started. naughty dog makes games for the critics, not games for hardcore gamers.",340
Text_235,"it`s a remaster. i would be ashamed if i worked at sony. full price for this ``remake`` is totally no sense. if you, sony, wants money, work hard for it. sony is the new nintendo. they dont respect your supputores.",214
Text_236,it's unfortunate how a studio with potential is creatively limited under the leadership of neil crunchman and an irrational eugenics agenda. and now due to the greed of a company they force to launch a product not necessary for these times.,240
Text_238,"even for those who have played the game on ps4 more than a dozen times, this project still gives a lot of new experiences and impressions. this release is only for fans and those who haven't played yet. and those who evaluate the game by how many times the game was released, and not by the quality of the project, it is better to stay away altogether and not to rate this game on emotions",389
Text_242,"first the game is and always will be amazing. however to call this a ""remake"" is an absolute insult to intelligence. it is literally a new coat of paint with a few imported last of us 2 features and whoever thought it was a good idea to charge £69,99 for this is terrible at thier job. once again you have upset most the fan's. well done",337
Text_253,its a cash grab remaster of a remaster gimmick copy paste. 1000 remasters but no new ip no actual sequel plus that price raise bait lol,135
Text_255,"remake remaster remake remaster

sony are your studios creatively bankrupt? jeez

not only that. they cut mp out of these packages. uncharted 4 is gonna ship on pc without mp too.
it's very important gamers to not support this product. if they do, well things gonna get worse and worse",285
Text_256,70 dollars for the same trash once again is ridiculous. i know yall idiots will pay for it anyway. refunded within an hour.,123
Text_258,"i would also like a 1: 1 remake in the story (as if it were a remastered), but the price must be adjusted to the real value of the expenses faced by the sh, the price is really excessive since there are deeper remakes that cost less !.
why do i say it's not worth 80 euros?
-gameplay not level 2, not even dodging - ia not at the levels of 2. - storytelling, script, shots equal to the",387
Text_262,$70 for half the game? sony is a joke. do yourself a favor and just plug in your ps4.,85
Text_263,"i cleared part 1. it took some time to clear it because i was looking around the map. the visual and sound of part 1 are quite good. in the beginning, tess, ellie, joel, the three of them went out to the outer wall of the quarantine zone. i think the visuals and sounds that describe the rainy situation were especially overwhelming.",333
Text_1,i loaded the game up and realized it had no multiplayer. the box they sent my firefly edition in came destroyed and they offered no refund. they provided me trash and thats what i was served. no wonder they are getting sued for scamming. im switching to xbox.,259
Text_5,a game that is not worth buying because it is like the playstation 3 version,76
Text_8,"best way to replay this masterpiece, taking advantage of the ps5 system and specially dual sense makes this experience even better.",131
Text_9,played the original version on ps3 and this game is and will ever be one of my favorites.,89
Text_11,"good-
game looks beautiful; great animations; improved player movement; improvements in enemy and companion ai.
 bad- lower resolution textures in some interiors; lack of stealth gameplay enhancements; dualsense implementation is subpar.  thoughts- 9 years later, the last of us’ gameplay still holds up well, despite the fact that improvements could have been made. it’s gory,",382
Text_18,"as expected just another garbage cash grab from naughty dogs, this trash doesn't even worth 1 dollar.
please save your money, or go buy an actual good game, instead of this so called ""remake""",191
Text_19,"a gorgeous and well-honed remake of one of the biggest boppers in the playstation pantheon, the last of us part i is the best way to play – or replay – naughty dog’s esteemed survival classic.",192
Text_20,it is the best version of the naughtydogs masterpiece but it is absolutely expensive. it doesn't make sense part one of a game is 30$ more expensive than part 2 !,162
Text_21,thank you everyone at naughty dog and playstation. it was a pleasure to visit this masterpiece. naughty honored this gem with the best way. the last of us part 1 has amazing visuals and improved gameplay. worth every penny i spent and my time. i'll keep playing it until gow ragnarök ! happy reverse day,303
Text_27,"best remake that i have ever played
all things are changed and you can understand this
i hope we have more idea from naughty dog",128
Text_29,is a great remaster but not a remake. playstation must be embarrased with this kind of abuse for $70,100
Text_31,"the most excellent game of the previous decade is at its best now, built from the ground up, looks absolutely gorgeous, and plays fluidly like never before. people are bickering about the price, and while i can understand them (i'm buying the game for a third time myself), i still think it's wrong to measure the game's quality only by the price level. the game is exceptional and just got",390
Text_35,they cut multiplayer and raised the price. wtf sony. why do you treat gamers this way.,86
Text_36,"one of the best games ever. the remake feels more like the second part. well, it is clear that it was created primarily for new players who will buy a ps 5. and then for the pc audience. it's funny how clowns who don't have a ps5 now will continue to write that money is being pulled out of them again. calm down. the world doesn't revolve around you. no need - pass by.",370
Text_37,naughty dog never cease to surprise it’s like replaying it for the first time again thank you so much beautiful fun 12/10 easy,126
